Soil_Type,Crop_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Level,Rainfall,Temperature,Recommended_Fertilizer
Loamy,Maize,5.9,102,21,80,25.9,116,21.2,10-26-26
Sandy,Soybean,7.5,115,46,33,23.6,158,21.5,10-26-26
Loamy,Wheat,5.7,63,51,30,28.7,111,26.2,10-26-26
Peaty,Maize,5.4,48,22,56,34.2,203,30.2,10-26-26
Peaty,Maize,8.3,112,48,51,20.7,176,26.1,DAP
Silty,Soybean,8.1,117,28,78,23.1,115,30.0,10-26-26
Peaty,Barley,5.5,98,48,72,21.2,194,20.1,Urea
Sandy,Soybean,5.3,81,25,69,10.0,250,18.7,10-26-26
Peaty,Cotton,8.4,89,34,55,16.1,166,29.3,Vermicompost
Clay,Barley,7.9,96,37,71,23.8,102,20.6,Urea
Sandy,Barley,7.4,43,56,70,25.0,159,30.4,10-26-26
Peaty,Barley,7.6,55,55,35,34.4,129,27.8,10-26-26
Peaty,Sugarcane,5.9,113,23,66,26.2,213,19.2,10-26-26
Sandy,Soybean,8.1,100,52,31,13.0,110,23.6,10-26-26
Chalky,Sugarcane,7.8,63,21,47,24.9,132,24.7,10-26-26
Sandy,Soybean,6.4,114,48,35,31.4,216,23.8,10-26-26
Peaty,Maize,8.0,91,57,32,12.2,205,31.2,10-26-26
Clay,Maize,7.9,95,31,56,14.5,86,25.3,Vermicompost
Loamy,Cotton,5.2,72,25,37,27.7,105,27.1,10-26-26
Peaty,Wheat,7.0,76,29,41,14.9,145,21.6,10-26-26
Clay,Wheat,4.7,79,46,73,18.1,123,27.5,Compost
Clay,Sugarcane,7.9,81,31,31,26.7,94,25.4,10-26-26
Loamy,Cotton,8.3,52,40,39,28.0,185,33.8,10-26-26
Loamy,Maize,6.6,88,27,33,16.5,131,18.9,10-26-26
Sandy,Soybean,7.4,116,57,45,13.0,206,23.1,Vermicompost
Peaty,Cotton,6.6,54,37,33,24.1,161,28.2,10-26-26
Silty,Sugarcane,5.2,92,24,60,19.5,87,28.5,10-26-26
Silty,Barley,8.4,69,21,47,28.2,221,33.7,10-26-26
Peaty,Barley,7.5,52,35,78,24.8,222,21.3,10-26-26
Chalky,Soybean,7.2,56,39,66,25.6,184,28.2,10-26-26
Silty,Rice,6.5,104,33,80,23.2,116,23.7,NPK
Loamy,Sugarcane,6.6,61,35,64,14.9,188,31.7,Vermicompost
Silty,Rice,5.2,40,49,69,12.1,154,25.4,10-26-26
Chalky,Wheat,7.1,40,23,60,20.9,149,22.7,10-26-26
Peaty,Maize,6.7,88,42,70,18.7,134,33.9,DAP
Peaty,Soybean,8.2,105,38,32,22.6,121,23.6,10-26-26
Chalky,Sugarcane,7.4,112,24,49,10.9,102,26.1,10-26-26
Silty,Barley,5.8,55,28,76,33.0,222,18.2,10-26-26
Loamy,Cotton,6.7,66,59,62,28.5,161,26.2,DAP
Chalky,Maize,4.8,73,48,47,34.3,142,26.8,Compost
Chalky,Maize,7.0,83,33,59,15.9,233,26.2,10-26-26
Clay,Barley,6.2,57,20,68,11.9,201,19.8,10-26-26
Clay,Rice,7.8,62,46,65,16.0,205,21.3,Compost
Peaty,Rice,6.5,49,54,31,29.2,193,19.1,10-26-26
Chalky,Rice,6.8,85,44,68,13.0,171,18.6,NPK
Silty,Wheat,4.7,41,27,59,30.9,174,20.0,10-26-26
Sandy,Cotton,4.7,41,34,77,20.9,85,32.3,10-26-26
Loamy,Barley,5.5,85,32,35,20.5,237,18.7,10-26-26
Chalky,Maize,6.3,68,34,61,24.4,172,27.7,Urea
Loamy,Cotton,5.8,117,33,30,17.9,130,19.8,10-26-26
Chalky,Cotton,6.0,54,37,66,12.5,208,31.0,10-26-26
Silty,Wheat,8.4,110,32,72,34.3,224,32.7,Urea
Chalky,Barley,6.9,117,56,41,27.5,96,22.8,Urea
Peaty,Wheat,7.0,48,28,46,21.4,225,26.2,10-26-26
Sandy,Sugarcane,7.5,75,32,73,17.0,85,23.4,NPK
Chalky,Sugarcane,8.2,118,36,73,11.4,223,26.3,NPK
Silty,Rice,8.2,94,23,50,25.3,190,27.3,10-26-26
Silty,Maize,5.5,55,53,59,18.6,206,32.5,10-26-26
Loamy,Sugarcane,6.7,45,34,33,22.9,151,19.7,10-26-26
Silty,Sugarcane,4.6,97,40,30,34.1,180,24.4,10-26-26
Sandy,Maize,6.9,50,56,31,12.0,137,29.6,10-26-26
Chalky,Cotton,8.2,49,35,42,24.4,122,20.1,10-26-26
Loamy,Maize,6.8,48,60,70,29.2,104,24.9,10-26-26
Clay,Cotton,8.0,95,21,67,26.2,240,33.3,10-26-26
Loamy,Soybean,7.0,72,35,36,13.3,201,23.3,10-26-26
Sandy,Maize,5.3,46,41,63,32.7,140,30.9,10-26-26
Clay,Soybean,7.2,116,59,58,17.5,104,21.1,NPK
Silty,Sugarcane,7.5,55,25,33,21.9,88,21.8,10-26-26
Silty,Maize,7.0,48,28,33,11.0,193,23.5,10-26-26
Clay,Maize,6.4,118,60,57,13.7,96,34.7,DAP
Clay,Barley,5.3,47,55,33,13.3,155,21.5,10-26-26
Silty,Cotton,7.6,52,59,78,20.6,185,27.6,10-26-26
Sandy,Soybean,4.6,116,59,30,10.9,196,25.6,10-26-26
Silty,Cotton,7.8,94,59,69,32.1,105,19.5,DAP
Loamy,Barley,6.7,43,49,63,32.8,164,24.6,10-26-26
Peaty,Wheat,7.8,53,26,30,13.3,232,33.9,10-26-26
Chalky,Rice,7.5,115,32,66,33.5,112,29.5,NPK
Chalky,Sugarcane,6.0,72,42,56,33.5,203,22.7,NPK
Peaty,Cotton,5.8,63,35,38,27.5,91,31.0,10-26-26
Clay,Wheat,8.2,79,57,57,15.1,211,31.6,Urea
Chalky,Soybean,7.5,85,39,67,11.6,218,24.6,DAP
Sandy,Cotton,5.6,79,58,51,17.6,154,34.7,DAP
Loamy,Rice,7.1,106,57,72,27.9,117,34.6,NPK
Clay,Wheat,6.0,104,55,33,30.0,188,25.4,10-26-26
Loamy,Wheat,8.0,65,60,42,14.5,97,34.1,10-26-26
Sandy,Barley,5.4,100,49,68,18.2,164,30.9,Compost
Peaty,Sugarcane,6.1,82,59,49,25.2,187,25.6,NPK
Loamy,Wheat,7.5,53,49,80,15.7,90,19.0,10-26-26
Silty,Wheat,5.7,40,60,44,21.9,138,20.9,10-26-26
Silty,Sugarcane,5.9,67,35,60,20.0,164,19.0,NPK
Silty,Wheat,6.8,91,31,30,32.1,172,20.6,10-26-26
Clay,Rice,6.9,85,21,65,26.6,109,25.1,10-26-26
Sandy,Maize,7.3,96,32,70,20.3,229,26.6,10-26-26
Clay,Rice,4.5,65,32,48,27.3,124,29.2,Compost
Sandy,Maize,4.7,62,41,65,19.2,142,34.6,Compost
Sandy,Wheat,6.2,42,31,46,22.5,105,33.5,10-26-26
Clay,Soybean,7.4,57,44,71,24.6,108,31.6,10-26-26
Loamy,Wheat,8.0,79,49,45,21.4,174,26.1,Urea
Loamy,Barley,6.0,61,53,69,34.2,191,29.9,NPK
Clay,Rice,4.8,58,28,80,31.6,128,26.2,10-26-26
Sandy,Sugarcane,4.8,88,43,50,23.7,233,25.1,Compost
Silty,Barley,8.0,71,22,78,15.1,237,32.0,10-26-26
Peaty,Wheat,6.7,108,38,80,11.4,118,34.5,Urea
Loamy,Wheat,6.6,46,60,80,17.3,151,26.0,10-26-26
Sandy,Soybean,7.9,105,57,61,17.6,133,21.3,NPK
Clay,Soybean,5.0,100,59,34,17.4,122,31.3,10-26-26
Peaty,Cotton,6.4,105,43,61,15.7,212,20.8,DAP
Silty,Wheat,5.8,81,43,63,33.5,203,23.8,Urea
Chalky,Cotton,8.5,100,37,67,22.1,182,21.0,NPK
Peaty,Barley,8.1,44,33,44,21.5,131,30.1,10-26-26
Silty,Soybean,8.4,70,45,43,11.3,158,19.6,Compost
Silty,Sugarcane,7.4,60,43,46,17.0,220,21.1,Urea
Sandy,Soybean,4.7,50,38,58,10.5,212,31.2,10-26-26
Loamy,Wheat,5.0,114,22,59,21.7,211,28.3,10-26-26
Peaty,Maize,6.2,94,48,59,10.7,190,31.3,DAP
Silty,Maize,4.5,103,40,47,29.0,177,33.2,Compost
Clay,Wheat,6.2,96,34,46,23.4,245,26.1,Urea
Clay,Maize,6.1,50,38,62,32.2,211,33.2,10-26-26
Peaty,Barley,5.8,50,37,44,25.4,105,33.8,10-26-26
Clay,Rice,8.3,86,22,64,22.7,131,25.7,10-26-26
Loamy,Wheat,5.6,82,36,49,34.0,150,20.4,Urea
Sandy,Barley,6.8,117,28,78,17.1,219,22.7,10-26-26
Loamy,Rice,6.1,78,38,52,35.0,183,18.9,Compost
Peaty,Soybean,6.8,41,50,71,12.1,211,20.6,10-26-26
Sandy,Soybean,6.3,90,34,44,22.8,133,22.4,Compost
Sandy,Sugarcane,5.8,115,55,78,12.2,199,23.2,NPK
Chalky,Soybean,8.4,99,41,80,33.6,101,23.7,10-26-26
Sandy,Cotton,6.8,93,33,58,32.7,195,18.1,Vermicompost
Clay,Maize,7.7,57,56,38,33.7,158,19.6,10-26-26
Chalky,Rice,5.1,103,42,51,34.0,137,27.1,Compost
Silty,Cotton,4.6,91,54,49,16.4,163,25.6,Compost
Peaty,Rice,7.3,112,22,38,28.3,119,34.9,10-26-26
Loamy,Sugarcane,5.7,120,58,68,23.5,226,27.1,NPK
Silty,Cotton,6.1,66,45,34,14.2,216,34.6,10-26-26
Silty,Wheat,7.9,100,26,51,22.5,225,28.3,10-26-26
Silty,Barley,5.4,78,25,40,23.6,106,29.8,10-26-26
Chalky,Sugarcane,6.6,62,22,74,34.8,234,28.4,10-26-26
Silty,Rice,6.0,63,32,34,29.3,178,20.9,10-26-26
Loamy,Wheat,6.0,69,38,72,18.7,214,25.3,Urea
Silty,Rice,7.6,87,53,30,22.1,123,31.5,10-26-26
Loamy,Soybean,6.8,92,45,40,18.6,108,31.8,DAP
Peaty,Cotton,5.5,101,24,54,15.6,132,26.6,10-26-26
Sandy,Soybean,5.5,66,39,57,10.2,250,29.0,Compost
Sandy,Sugarcane,6.5,113,39,67,21.1,131,34.4,NPK
Peaty,Barley,6.8,98,37,42,31.6,81,20.4,Urea
Sandy,Cotton,6.8,48,45,68,31.7,143,27.9,10-26-26
Peaty,Maize,7.4,112,51,59,19.3,198,19.6,DAP
Peaty,Rice,6.3,51,38,71,19.9,196,32.7,10-26-26
Loamy,Barley,5.5,78,45,69,34.2,124,34.3,Urea
Silty,Wheat,5.5,62,59,76,18.7,190,33.2,Compost
Silty,Barley,8.4,63,56,36,21.1,180,23.5,10-26-26
Chalky,Rice,6.6,70,30,47,27.2,240,22.6,Vermicompost
Loamy,Barley,7.4,48,33,61,11.3,185,18.8,10-26-26
Peaty,Rice,6.0,87,24,78,18.8,106,23.4,10-26-26
Peaty,Soybean,6.5,81,46,58,18.0,122,21.3,10-26-26
Sandy,Sugarcane,5.7,45,49,31,34.4,98,25.0,10-26-26
Chalky,Barley,6.3,99,44,51,24.4,182,34.7,Urea
Sandy,Cotton,5.5,44,20,46,27.0,109,30.2,10-26-26
Chalky,Wheat,6.9,81,49,61,12.2,198,29.5,Urea
Clay,Rice,4.8,110,35,75,24.9,192,30.6,Compost
Sandy,Cotton,5.3,75,30,40,31.0,84,18.5,Compost
Peaty,Rice,7.9,62,38,37,21.5,216,21.7,10-26-26
Chalky,Cotton,5.0,61,24,72,33.8,82,19.2,10-26-26
Chalky,Maize,5.3,59,48,52,18.7,125,28.5,10-26-26
Sandy,Barley,6.7,44,54,43,13.1,193,22.9,10-26-26
Chalky,Rice,5.5,106,26,54,15.3,158,25.0,10-26-26
Silty,Rice,7.3,116,20,33,15.4,176,24.2,10-26-26
Sandy,Wheat,6.1,87,35,42,34.4,103,34.2,Urea
Clay,Cotton,7.7,43,20,51,16.0,129,19.2,10-26-26
Chalky,Barley,5.8,48,34,36,16.7,250,26.6,10-26-26
Sandy,Barley,7.6,61,22,56,31.5,211,32.4,10-26-26
Clay,Soybean,5.9,81,40,65,27.2,240,23.3,DAP
Peaty,Wheat,4.7,109,45,57,27.5,110,18.2,Compost
Sandy,Wheat,6.1,53,42,50,18.2,124,29.8,10-26-26
Clay,Cotton,7.6,80,20,54,17.6,134,31.8,10-26-26
Silty,Wheat,5.7,48,37,71,21.2,239,30.4,10-26-26
Loamy,Rice,7.3,48,33,56,34.7,157,21.8,10-26-26
Peaty,Cotton,7.1,53,54,80,25.2,225,33.6,10-26-26
Sandy,Maize,5.1,52,58,50,28.8,241,27.7,10-26-26
Chalky,Cotton,5.6,57,41,41,21.9,242,23.7,10-26-26
Chalky,Maize,6.8,101,24,51,32.2,84,27.7,10-26-26
Peaty,Sugarcane,7.0,97,44,62,23.0,243,18.9,NPK
Chalky,Wheat,5.4,104,57,75,22.3,83,23.3,Compost
Sandy,Rice,5.2,118,27,49,22.6,140,23.5,10-26-26
Chalky,Cotton,5.5,71,59,35,21.6,95,20.3,10-26-26
Sandy,Maize,8.2,103,38,42,31.7,118,30.0,Compost
Sandy,Barley,4.9,44,35,76,29.4,233,31.7,10-26-26
Silty,Barley,7.6,82,28,47,12.8,161,28.9,10-26-26
Chalky,Soybean,7.8,45,53,80,24.4,186,29.0,10-26-26
Chalky,Soybean,6.3,76,21,44,23.2,164,18.6,10-26-26
Loamy,Wheat,7.1,66,54,33,12.0,250,25.4,10-26-26
Sandy,Soybean,5.7,68,58,54,23.6,213,20.3,10-26-26
Sandy,Cotton,7.3,120,20,34,29.9,205,20.8,10-26-26
Clay,Wheat,4.9,46,60,39,13.6,132,32.9,10-26-26
Sandy,Rice,6.6,62,57,65,21.7,132,19.8,DAP
Peaty,Rice,7.1,94,49,49,31.7,122,32.1,NPK
Chalky,Wheat,7.0,71,47,41,11.9,235,19.9,Urea
Sandy,Maize,4.7,76,56,58,16.4,242,20.3,Compost
Sandy,Maize,5.5,101,25,53,19.6,181,34.0,10-26-26
Silty,Wheat,6.9,100,48,57,30.9,209,30.1,Urea
Peaty,Barley,5.0,95,29,80,28.4,203,22.7,10-26-26
Clay,Soybean,7.1,88,47,35,18.5,156,35.0,10-26-26
Peaty,Sugarcane,5.6,59,55,76,17.0,124,33.8,10-26-26
Loamy,Cotton,4.6,99,39,59,27.4,152,30.3,Compost
Silty,Sugarcane,7.8,117,50,34,34.4,165,34.6,10-26-26
Sandy,Barley,4.8,100,32,39,30.5,128,29.0,10-26-26
Clay,Rice,7.1,104,43,61,13.2,183,29.1,NPK
Silty,Cotton,8.4,87,44,61,32.8,158,25.5,DAP
Chalky,Sugarcane,4.7,49,46,32,19.1,111,32.0,10-26-26
Silty,Sugarcane,7.3,60,32,78,21.5,191,18.9,10-26-26
Chalky,Maize,6.2,105,51,70,21.7,174,33.8,DAP
Chalky,Rice,7.1,89,47,77,17.8,143,26.9,NPK
Sandy,Cotton,4.8,44,43,70,34.3,87,24.1,10-26-26
Chalky,Barley,6.4,58,36,68,18.9,196,29.6,10-26-26
Chalky,Wheat,7.1,72,35,68,27.9,228,22.6,Urea
Chalky,Soybean,5.8,60,20,37,13.1,103,29.1,10-26-26
Chalky,Barley,4.7,89,45,75,24.9,230,32.8,Compost
Clay,Sugarcane,8.1,64,47,40,21.2,189,25.8,10-26-26
Chalky,Maize,4.8,104,54,72,26.8,177,32.0,Compost
Peaty,Maize,5.5,92,25,36,20.5,242,32.3,10-26-26
Peaty,Soybean,8.0,84,29,47,16.1,133,27.4,10-26-26
Chalky,Cotton,5.3,79,20,40,12.5,205,33.5,10-26-26
Clay,Rice,7.8,48,46,63,29.0,186,18.8,10-26-26
Chalky,Maize,7.9,95,30,41,21.0,175,23.8,DAP
Chalky,Wheat,6.7,65,51,41,12.3,208,30.9,Urea
Silty,Sugarcane,6.8,67,31,42,14.7,95,21.2,NPK
Sandy,Soybean,5.2,64,36,56,11.4,192,28.0,Compost
Chalky,Sugarcane,7.9,53,60,40,10.4,100,18.8,10-26-26
Loamy,Rice,6.8,88,27,47,30.5,96,23.6,10-26-26
Loamy,Rice,5.9,114,35,60,24.9,204,22.7,NPK
Chalky,Soybean,4.6,52,20,33,28.4,148,28.6,10-26-26
Clay,Barley,6.8,114,22,36,28.5,134,29.5,10-26-26
Peaty,Soybean,5.3,40,44,68,18.8,213,20.1,10-26-26
Loamy,Cotton,5.0,100,41,68,26.9,189,32.6,Compost
Loamy,Maize,8.4,83,40,45,25.7,172,21.1,NPK
Silty,Cotton,4.9,118,23,52,30.3,164,27.8,10-26-26
Clay,Rice,7.0,98,45,76,29.5,115,30.0,NPK
Clay,Sugarcane,7.8,55,53,47,11.4,143,30.7,10-26-26
Loamy,Cotton,7.9,119,50,62,17.2,185,28.9,DAP
Chalky,Wheat,5.8,40,60,50,33.9,84,18.6,10-26-26
Chalky,Maize,6.8,45,40,73,14.2,193,30.1,10-26-26
Sandy,Sugarcane,5.2,102,45,77,15.9,236,26.4,Compost
Clay,Maize,8.2,94,50,72,15.3,105,20.5,DAP
Chalky,Cotton,7.5,77,58,42,22.5,116,33.5,DAP
Peaty,Sugarcane,5.1,104,22,38,26.1,207,22.0,10-26-26
Clay,Maize,5.1,110,49,40,27.1,194,28.1,Compost
Clay,Cotton,7.5,109,35,45,17.7,134,25.6,DAP
Chalky,Barley,6.1,51,26,57,34.6,87,23.0,10-26-26
Sandy,Maize,5.7,89,37,44,18.9,145,27.6,NPK
Silty,Barley,5.5,55,28,64,32.9,242,22.5,10-26-26
Chalky,Cotton,8.1,51,41,44,12.6,227,29.2,10-26-26
Peaty,Rice,8.1,83,44,75,14.2,177,34.5,NPK
Chalky,Barley,6.3,111,47,44,33.6,137,29.5,Urea
Loamy,Rice,5.7,77,25,37,14.7,102,23.2,10-26-26
Loamy,Barley,4.9,115,32,77,13.6,109,19.8,Compost
Peaty,Maize,6.2,56,40,54,29.9,227,20.4,10-26-26
Chalky,Rice,5.0,79,23,67,26.1,217,21.4,10-26-26
Sandy,Soybean,4.9,89,47,50,14.2,173,33.7,Compost
Chalky,Soybean,7.8,56,53,72,18.9,234,29.1,10-26-26
Peaty,Wheat,6.6,53,45,30,26.9,217,29.6,10-26-26
Silty,Maize,7.0,58,38,44,16.7,207,18.7,10-26-26
Chalky,Cotton,6.3,58,58,48,32.3,117,27.7,10-26-26
Chalky,Barley,7.8,44,58,50,34.8,159,20.8,10-26-26
Peaty,Barley,7.3,55,37,75,26.9,226,34.7,10-26-26
Silty,Barley,8.4,67,51,48,27.2,176,22.1,Urea
Loamy,Wheat,7.7,66,34,74,12.7,93,31.3,DAP
Silty,Barley,8.1,90,39,72,19.6,120,28.7,Urea
Clay,Sugarcane,6.2,90,41,57,20.9,201,23.3,NPK
Loamy,Soybean,7.5,90,45,34,33.4,215,34.0,10-26-26
Chalky,Maize,5.2,76,32,74,31.9,220,30.5,Compost
Silty,Rice,5.5,56,40,78,11.7,228,22.6,10-26-26
Clay,Soybean,8.1,78,49,71,25.8,121,30.3,Vermicompost
Sandy,Cotton,5.5,101,38,39,28.0,133,18.5,10-26-26
Sandy,Soybean,6.0,65,20,53,25.7,227,20.5,10-26-26
Clay,Barley,7.8,58,44,57,15.9,123,29.1,10-26-26
Clay,Rice,6.1,85,50,41,24.9,93,19.8,NPK
Clay,Sugarcane,4.6,83,57,57,32.7,118,22.6,Compost
Chalky,Barley,7.8,91,35,32,35.0,110,21.6,10-26-26
Sandy,Cotton,5.6,102,39,74,26.6,232,34.4,DAP
Chalky,Barley,8.2,88,25,79,22.6,198,31.5,10-26-26
Chalky,Cotton,5.0,75,60,71,34.4,193,34.4,Compost
Loamy,Rice,5.2,55,27,35,17.5,111,19.7,10-26-26
Silty,Barley,5.6,105,34,31,30.4,230,24.4,10-26-26
Peaty,Sugarcane,4.9,101,37,74,18.6,104,34.7,Compost
Peaty,Wheat,7.0,89,50,71,20.4,191,20.8,Urea
Loamy,Sugarcane,8.4,56,26,50,30.5,96,22.8,10-26-26
Chalky,Soybean,4.8,108,31,55,11.4,85,20.0,Compost
Silty,Sugarcane,6.8,108,53,61,33.2,96,26.4,NPK
Peaty,Soybean,7.9,114,54,75,21.1,246,30.0,Urea
Sandy,Barley,7.4,55,31,68,14.3,126,24.1,10-26-26
Clay,Sugarcane,7.0,97,40,37,11.8,90,24.1,10-26-26
Sandy,Sugarcane,6.6,66,30,35,34.9,223,26.1,10-26-26
Loamy,Soybean,7.8,44,25,37,20.8,209,31.5,10-26-26
Loamy,Maize,6.9,109,30,57,32.2,248,25.0,Urea
Sandy,Maize,6.9,45,53,80,25.8,155,25.1,10-26-26
Chalky,Sugarcane,5.1,96,28,66,12.3,205,18.3,10-26-26
Chalky,Maize,8.0,106,42,68,15.9,217,21.6,DAP
Peaty,Wheat,7.4,52,22,45,18.0,89,26.6,10-26-26
Sandy,Wheat,5.2,78,33,38,34.0,234,32.5,10-26-26
Peaty,Wheat,8.0,115,42,47,20.2,112,31.0,Urea
Chalky,Sugarcane,5.1,94,24,65,10.2,145,18.3,10-26-26
Loamy,Cotton,6.8,60,45,59,21.4,101,26.8,DAP
Loamy,Barley,4.5,94,29,64,20.6,132,30.2,10-26-26
Clay,Barley,6.3,74,60,74,28.3,245,22.0,Urea
Sandy,Barley,7.8,87,56,72,24.7,245,21.6,Urea
Peaty,Sugarcane,5.4,60,46,39,25.7,160,32.1,10-26-26
Silty,Cotton,6.2,43,58,45,16.5,99,32.7,10-26-26
Loamy,Rice,7.2,108,27,73,21.2,220,26.3,10-26-26
Silty,Rice,5.3,82,60,35,25.7,172,24.1,10-26-26
Loamy,Soybean,8.5,74,29,44,22.0,150,26.3,10-26-26
Clay,Rice,6.8,88,34,54,32.9,106,31.6,NPK
Clay,Wheat,6.3,107,39,67,28.0,205,28.0,Urea
Clay,Sugarcane,6.5,84,56,48,14.8,221,25.9,NPK
Loamy,Sugarcane,5.5,52,23,40,32.9,161,23.7,10-26-26
Silty,Wheat,8.3,84,54,65,23.3,232,28.7,Urea
Silty,Cotton,6.7,115,28,46,13.2,82,24.4,10-26-26
Chalky,Sugarcane,4.9,59,28,39,25.6,176,25.6,10-26-26
Peaty,Barley,7.6,74,23,76,15.5,243,20.8,10-26-26
Loamy,Barley,6.1,71,58,56,33.2,197,30.1,Urea
Sandy,Cotton,6.2,85,49,62,22.9,153,19.4,DAP
Loamy,Cotton,8.4,106,34,49,26.7,242,22.9,Urea
Loamy,Cotton,6.8,80,25,70,12.7,100,34.4,10-26-26
Clay,Barley,5.2,70,25,40,26.2,227,22.2,10-26-26
Clay,Rice,7.4,76,55,61,29.4,82,29.4,Compost
Chalky,Sugarcane,7.0,57,50,61,32.3,211,19.3,10-26-26
Chalky,Barley,5.8,108,27,55,16.2,83,34.8,10-26-26
Peaty,Wheat,6.1,40,47,74,28.3,216,29.6,10-26-26
Chalky,Maize,5.3,71,53,73,16.0,235,22.8,Compost
Clay,Sugarcane,6.1,97,30,73,15.9,214,18.3,NPK
Sandy,Wheat,8.0,49,43,38,34.1,211,23.8,10-26-26
Loamy,Rice,5.9,94,51,54,10.2,123,29.6,NPK
Loamy,Rice,7.8,83,35,64,13.7,110,20.7,NPK
Loamy,Maize,7.7,101,38,46,25.4,134,18.8,Urea
Chalky,Barley,7.0,112,45,43,17.7,158,24.3,Urea
Chalky,Sugarcane,7.6,44,49,69,30.3,204,24.8,10-26-26
Clay,Maize,8.3,40,59,59,20.2,164,31.1,10-26-26
Loamy,Maize,6.4,53,20,52,32.4,127,33.4,10-26-26
Silty,Maize,4.8,41,26,57,33.4,205,32.0,10-26-26
Sandy,Rice,7.7,107,52,39,15.0,185,31.7,10-26-26
Clay,Cotton,7.9,40,29,79,17.2,248,34.2,10-26-26
Loamy,Wheat,4.7,100,45,53,13.7,156,27.1,Compost
Loamy,Cotton,6.8,63,54,47,26.1,107,18.3,DAP
Silty,Barley,8.3,96,30,38,11.1,170,20.4,10-26-26
Chalky,Cotton,4.6,40,42,75,24.2,130,33.8,10-26-26
Clay,Wheat,7.2,76,22,38,30.6,181,18.2,10-26-26
Silty,Barley,6.7,82,22,40,21.5,250,26.5,10-26-26
Sandy,Cotton,4.8,74,27,56,27.1,205,26.6,10-26-26
Peaty,Cotton,7.6,56,40,78,22.1,182,20.5,10-26-26
Peaty,Barley,7.1,89,28,37,14.3,107,32.8,10-26-26
Clay,Wheat,7.0,59,42,62,13.9,83,34.4,10-26-26
Chalky,Wheat,6.6,46,41,57,11.8,232,28.7,10-26-26
Chalky,Rice,5.5,95,50,48,30.1,152,31.9,NPK
Silty,Rice,8.4,94,35,69,22.5,119,25.7,NPK
Chalky,Sugarcane,7.5,63,35,47,13.3,109,27.3,10-26-26
Chalky,Wheat,6.7,94,32,60,12.2,106,25.1,Urea
Chalky,Barley,7.9,104,59,41,31.4,128,19.7,Urea
Peaty,Barley,4.9,59,34,37,16.6,113,32.9,10-26-26
Silty,Rice,5.0,75,32,39,28.0,189,19.7,10-26-26
Clay,Sugarcane,7.0,65,25,33,18.9,177,31.4,10-26-26
Silty,Sugarcane,5.4,79,60,44,26.0,136,22.0,Compost
Loamy,Cotton,7.4,101,23,62,31.8,189,20.2,10-26-26
Chalky,Rice,8.0,78,27,47,24.8,173,20.2,10-26-26
Loamy,Maize,6.2,93,35,50,14.0,92,29.9,DAP
Clay,Rice,7.5,46,40,43,12.6,153,26.6,10-26-26
Silty,Maize,7.8,117,26,57,33.4,127,26.7,10-26-26
Loamy,Cotton,8.3,86,41,49,23.4,108,24.7,DAP
Clay,Barley,7.9,41,55,79,22.3,113,26.0,10-26-26
Loamy,Maize,6.5,86,57,63,31.2,234,32.1,DAP
Loamy,Wheat,6.1,75,33,67,18.3,178,26.4,Urea
Clay,Rice,6.8,56,60,77,16.0,234,31.5,10-26-26
Clay,Rice,6.4,115,32,42,18.4,194,19.8,NPK
Clay,Rice,5.5,109,59,51,33.7,157,23.2,NPK
Chalky,Cotton,5.2,65,54,76,21.5,119,23.2,Compost
Clay,Wheat,4.6,64,46,65,18.1,144,27.2,Compost
Peaty,Maize,6.7,86,48,70,18.9,110,25.6,DAP
Silty,Rice,8.4,101,46,63,19.4,208,22.4,NPK
Clay,Wheat,5.5,116,37,74,21.4,113,30.9,Urea
Loamy,Rice,5.3,112,23,80,27.7,128,18.4,10-26-26
Chalky,Soybean,6.2,90,51,73,29.4,216,23.8,Vermicompost
Clay,Wheat,6.8,96,52,54,15.1,223,30.6,Urea
Silty,Cotton,4.7,117,37,43,31.3,127,21.4,Compost
Clay,Wheat,8.0,113,33,67,18.8,82,30.3,Urea
Peaty,Cotton,5.8,104,53,46,32.6,157,20.2,DAP
Sandy,Maize,5.2,74,55,37,22.3,123,19.4,10-26-26
Sandy,Rice,5.3,108,35,48,33.6,90,34.6,Compost
Chalky,Wheat,6.0,75,28,47,33.1,93,27.3,10-26-26
Chalky,Wheat,5.6,66,54,37,27.6,80,29.2,10-26-26
Chalky,Maize,8.5,120,58,53,16.6,163,29.4,DAP
Clay,Barley,4.7,110,36,76,12.8,114,18.1,Compost
Silty,Sugarcane,8.5,77,40,33,30.1,240,31.4,10-26-26
Clay,Soybean,6.5,85,34,76,17.5,151,20.6,DAP
Loamy,Rice,5.6,108,57,36,19.4,177,30.9,10-26-26
Chalky,Maize,6.7,120,60,68,11.9,221,18.3,DAP
Sandy,Soybean,4.9,96,34,50,20.3,148,33.9,Compost
Sandy,Sugarcane,7.0,120,45,39,30.0,194,25.9,10-26-26
Sandy,Barley,5.9,95,43,39,12.7,202,32.9,10-26-26
Clay,Cotton,7.6,63,49,41,14.2,125,26.7,DAP
Sandy,Sugarcane,6.4,102,31,71,25.6,152,34.1,NPK
Clay,Maize,6.8,60,31,55,23.5,235,18.9,DAP
Clay,Wheat,4.8,49,47,45,14.7,196,18.6,10-26-26
Chalky,Cotton,7.5,52,53,38,28.1,83,20.3,10-26-26
